,id,followers,genres,name,popularity
0,55CXG5KDJpRYwBopfYAJHa,21756,"['country blues', 'country rock', 'piedmont blues']",Jorma Kaukonen,40
1,08mjMUUjyTchMHCW7evc3R,640993,['turkish pop'],Hande Yener,62
2,3Ebn7mKYzD0L3DaUB1gNJZ,161509,"['celtic', 'irish folk']",Christy Moore,56
3,7GfaHcpmNcrcHoyGnOBsAz,9578,"['kindermusik', 'kleine hoerspiel']",Die Biene Maja,56
4,1DYXGLnfNDt8mO2aK9k83j,48876,"['opm', 'vispop']",Jay-R Siaboc,39
5,5wfKP70B1SjI045dboOJIT,2262,['classic mandopop'],錦繡二重唱,32
6,5krkohEVJYw0qoB5VWwxaC,512861,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'southern rock']",The Black Crowes,66
7,3IhWQSrLj8EJjdvjFTpCyo,372774,"['country', 'country rock', 'oklahoma country']",Vince Gill,65
8,65Sh6fBb85Hm3uLuETK3Ux,494,['trondersk musikk'],Dag Ingebrigtsen,43
9,3vbKDsSS70ZX9D2OcvbZmS,1224804,"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']",Beck,71
10,2DnqqkzzDKm3vAoyHtn8So,486402,"['country', 'country road', 'pop rock']",Uncle Kracker,67
11,2wUjUUtkb5lvLKcGKsKqsR,8717631,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'r&b']",Alessia Cara,81
12,0GxxkBLH2uLa4b3URWudGb,420758,['indonesian pop'],Brisia Jodie,59
13,25r01VNcrWNBRPKs7YyaNd,3002,['icelandic rock'],Tappi Tíkarrass,12
14,5SpCinnCUWz9M6EcD0TAeO,56301,['russian chanson'],Aleksei Bryantsev,46
15,2YnfSATOB2uSfoyltK0uyq,111,['western swing'],Ted Daffan's Texans,7
16,02NfyD6AlLA12crYzw5YcR,979413,"['alternative metal', 'alternative rock', 'art rock', 'blues rock', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'rap rock', 'rock']",Jane's Addiction,61
17,74eY8wbrhhVD7pACbBHwHw,210356,['french indie pop'],Imany,61
18,0W8edGiwAsv6HXF0Kyc2V9,211250,"['album rock', 'danish metal', 'death metal', 'doom metal', 'hard rock', 'metal', 'rock', 'thrash metal']",Mercyful Fate,48
19,6bHSJldq5J4lYowHOm9OOX,24605,"['adult standards', 'deep adult standards', 'easy listening', 'lounge']",Eddie Fisher,37
20,6DK3E5dh7jJrKyAHfucWBB,3197,[],The Law,54
21,5Oc5ZrvBkHIjBjTu7Ta8Vt,32874,['afrikaans'],4Werke,33
22,074c96SFGJ7WfW7ykczDHr,46482,"['pop punk', 'punk', 'skate punk', 'texas pop punk', 'texas punk']",Fenix TX,45
23,4fvoJoY1YqJcRBLMdDFiFm,2899,"['classic danish pop', 'dansktop']",de gyldne løver,29
24,6MF9fzBmfXghAz953czmBC,1912753,"['dance pop', 'edm', 'pop', 'pop rap']",Taio Cruz,75
25,7CtXDuxQ1KjFQWntoRdQlw,148,[],Darina Lasciaková,1
26,464j3SBqbOebKrmdnBsWtU,229,['detske pesnicky'],Richard Čanaky,46
27,1w2P5nNsO5W7FYq2Oui0cM,49954,"['afro soul', 'amapiano', 'south african pop']",De Mthuda,51
28,2taCySpDIEEa2mvo2k7xkH,110272,"[""canzone d'autore"", 'canzone genovese', 'classic italian pop', 'italian adult pop']",Gino Paoli,54
29,55DqEEaOVrdHFkOJdJMoow,0,[],Михаил Белчев,1
30,7y33enVLfDvft6HGNmcxdV,1051416,"['bolero', 'bolero mexicano', 'mariachi', 'ranchera']",Pedro Infante,64
31,0Uxe5OQyuew2Mhb6hF76Bk,5957,"['emo rap', 'phonk', 'wave']",GRXGVR,44
32,43CscN9BMaLKwgyP8XlSmW,20934,"['classic polish pop', 'poezja spiewana', 'polish pop', 'polish rock']",Stanisław Soyka,42
33,0pTxCwjrb9mfMx8fVgOT8X,103902,"['cumbia', 'regional mexican']",Chicos de Barrio,56
34,0BjUTtTzgWxoQkbGjz4NmZ,2234,"['historic orchestral performance', 'orchestral performance']",Ferenc Fricsay,46
35,6cAXmjYOHC2R7jLrs96KTZ,386301,"['axe', 'carimbo', 'forro']",Mastruz Com Leite,55
36,4KgmIKUkzF8NnRfmW6YA8P,3809,"['classic finnish pop', 'classic finnish rock', 'classic iskelma', 'iskelma']",Taiska,33
37,6vjdSVEAtbHLzrVbyLeGVn,1464,"['deep disco', 'italian disco']",Azoto,27
38,4wck1fvaBpmJNFaeDT1Laa,69339,"['classic polish pop', 'polish pop']",Czerwone Gitary,46
39,6cHQUDAPGKRE2NbVjBlOcz,230657,"['bossa nova', 'brazilian rock', 'jovem guarda', 'mpb', 'samba', 'tropicalia', 'velha guarda']",Erasmo Carlos,56
40,30iOgrPV86QMnMsPOJYHOJ,20310,"['chilean indie', 'chilean rock', 'nueva cancion']",Mauricio Redoles,31
41,7aKldvGENbL4bj8TCWHuhT,126485,"['chanson', 'french pop', 'ye ye']",Michel Polnareff,53
42,3Qs1EAnyqWLaNqk0wHS63M,4463,"['sleep', 'water']",Rain Sound Studio,58
43,23hRv3SqLMrj4i3b3tfUu4,3962,"['cool jazz', 'hard bop', 'jazz saxophone']",Paul Gonsalves,23
44,1KZdpVFl5PG1xZ213r7aFO,1076,['italian alternative'],Rossofuoco,38
45,1yP1EbAX7oCvKI7j7PxzGg,170803,"['grupera', 'mexican rock-and-roll']",Yndio,52
46,6rqlONGmPuP2wJVSfliLBI,474547,"['german hip hop', 'german pop', 'german rock']",Peter Fox,62
47,1ZcvF2meiXi5UPDJWxrKR5,83276,"['copla', 'flamenco', 'rumba']",Lola Flores,43
48,13M1OXRslYiaRoeaUx75uY,179963,"['filmi', 'tamil pop', 'tollywood']",Achu,45
49,5IxfhXIHjAOAqibxl90NZO,100698,"['british comedy', 'comic']",Monty Python,50
50,4bXJYb8inT1EvC54wqCRtT,37200,"['jawaiian', 'nz reggae', 'polynesian pop', 'waiata maori']",1814,48
51,318EDeSl1oHUaOGbIvXB3t,76,[],"Ronald Prent at Wisselord Studios, Hilversum, Netherland",46
52,5ydii9WwX1NPG6k5lrAb6m,11838,"['australian alternative rock', 'australian rock']",Ratcat,35
53,64WqSGPXrSf1YbxoimVNbd,10230,"['broadway', 'show tunes']",Joel Grey,41
54,2OLmN3LLWtLF7zerL4VdaX,38589,"['classic danish pop', 'italian disco']",Laid Back,57
55,6oeKPQigPrMlfGNQCPipiC,2366,['czsk hip hop'],Indy & Wich,33
56,6FAeDq0UGuzHeLiUzz45mA,14031,"['c-pop', 'classic mandopop']",優客李林,40
57,058Y9LnHNkJEnH36W12Bwl,2296,['austrian orchestra'],Vienna Volksoper Orchestra,44
58,18XRGxd1b484f2h06cwvJJ,188253,"['hardcore punk', 'punk', 'ska', 'ska punk', 'skate punk']",Operation Ivy,52
59,5wJ1H6ud777odtZl5gG507,211174,"['desi pop', 'modern bollywood']",Vishal Mishra,66
60,74g0xdNndEjFzMKSRFUMNM,20872,"['acoustic blues', 'blues', 'country blues', 'jazz blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'traditional blues']",Lonnie Johnson,34
61,2XDXQ36vkbhBdwJYMjjnD2,62,[],Bjørn Christiansen,5
62,6KskOtymSG2RrswMdNC2zC,67450,['israeli mediterranean'],Moshiko Mor,46
63,2YebmGg4R8ZPxnjaixPrYG,35081,"['russian punk', 'russian punk rock', 'russian rock']",НАИВ,38
64,0LtGkeRp03UAHQZNKrQ4XC,6995,"['korean classical performance', 'violin']",Kyung Wha Chung,46
65,6uzeSeKx0Wtac4PjGWvpFM,274,[],Anna Torres,29
66,5Sv7K5dTZGilfyrxYIFVSJ,976,['classical bass'],Walter Berry,33
67,4T3hWxWH9jxIQxJgKuI8Zh,3485,['lovers rock'],Jahmali,26
68,0J7U24vlOOIeMpuaO6Q85A,2034354,"['la pop', ""women's music""]",LP,73
69,0vIY2Vkkwq0GZHCuqAdbrZ,4449,[],Edwin Birdsong,33
70,2lfhRHLz3kC17tcVKJqJ4Y,1008,['orchestral performance'],Vernon Handley,50
71,48OvglGiae55NbGoi9rkXL,53053,['gospel'],Commissioned,41
72,1wmD3O9TEeshZVuFVgpm0g,165430,"['bow pop', 'classic italian pop', 'italian adult pop']",Luca Carboni,52
73,1Uk4IDpF1OIuTzANugS5JC,60154,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",Bass Modulators,55
74,7CmIncM3YcuhayKc0ag2w3,4996,"['dub', 'old school dancehall', 'reggae', 'roots reggae']",Prince Jazzbo,34
75,7xxVm0cM4x7TUBadZQuz3S,15304,"['dutch pop', 'nederpop']",Anita Meyer,47
76,5HLfYFRFHhhDAswKM6rFeS,39110,"['ukrainian pop', 'ukrainian rock']",DZIDZIO,36
77,6wERdznqUKZySLMP0kmGAl,2263,['latvian hip hop'],Arturs Skutelis un Tvērumi,29
78,5odf7hjI7hyvAw66tmxhGF,81586,['album rock'],Roger Daltrey,41
79,669efD8MoRX0A8cy0JbOux,1567,['romanian trap'],Guez,21
80,2N2aJ1SXQxMkhHD8C6fhYD,670185,"['latin hip hop', 'mexican hip hop']",Millonario,70
81,4ZDoy7AWNgQVmX7T0u0B1j,1473813,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",No Te Va Gustar,70
82,44HPPPBdOgvepbY6qrBM72,54,[],Sheela,21
83,6WbUlW1uuChmQumXueDmgp,21699,"['jazz guitar', 'jazz trio']",Wes Montgomery Trio,30
84,5sZ0LIk7BJLJquEUUt5rJj,156653,"['dembow', 'dominican pop', 'rap dominicano', 'trap dominicano']",El Mayor Clasico,53
85,34f1vsenBzqbNp4YoXEHqA,11039,['classic swedish pop'],Ratata,41
86,2Mo9NQaNCFCWSR5CnlfmbN,262,[],지선,37
87,0fcQm3RnOXaVsvKtnRp2K8,3539,['eurobeat'],Leslie Parrish,46
88,0521x50ZcNqqT1fKMJg5c5,39265,"['classical', 'german romanticism', 'late romantic era']",Max Bruch,48
89,3adwCIFf97kIoMi42TCP5y,49,['filmi'],Deepa Miriam,38
90,3oDsfHaRCBv7Jp8HO6VgeA,42764,['electro latino'],Carlos Jean,47
91,40Ce6P4AGMq3NXCDXVSZaa,91505,['filmi'],Mallikarjun,42
92,3mC1KCuZZSOlN8Z0M56VsV,21468,"['motown', 'northern soul']",Dobie Gray,53
93,090VebphoycdEyH165iMqc,191336,"['adult standards', 'classic uk pop', 'easy listening', 'lounge', 'vocal jazz']",Shirley Bassey,56
94,1waiPUTN2F5N8XXLGryhk7,1212,['latvian pop'],Olga Rajecka,24
95,3zxKH0qp3nBCuPZCZT5Vaf,1175135,"['bow pop', 'emo', 'pop punk', 'pop rock', 'socal pop punk']",Yellowcard,67
96,5UzGtBBwUB77l2ZI4fbfig,74962,"['classic praise', 'world worship', 'worship']",Ron Kenoly,46
97,4YkPXMsmFf3K2XFHPddqFU,48389,"['classic swedish pop', 'swedish jazz', 'swedish pop']",Marie Fredriksson,49
98,62iqmoBbwSjTJIqQrKoCmy,25,[],唐山,37
99,2Ek1WGW7WeyDoxsZiu0AAd,8596,['orchestra'],National Philharmonic Orchestra,61
100,08VKlsXEPdED7nYaUnSD3n,57,[],Orquesta Bizarros,0
101,5N8jNQsfW9SHBkhVqqnXbU,1871,['jazz trio'],Tommy Flanagan Trio,32
102,1rQ8RuN5MY5dBeBz81fIho,3929,"['big band', 'jazz trumpet', 'stride', 'swing']",Buck Clayton,25
103,0oHXGQVHcv13bJ4SzQvzdA,63767,"['narodna muzika', 'turbo folk']",Seka Aleksić,48
104,4YRJJ3IzTgjzxpeEN4K0SE,0,[],Jubilation Brassband,12
105,17mconkVcXRH2OR3vM7uuz,48388,['j-rock'],YEN TOWN BAND,36
106,6kBDZFXuLrZgHnvmPu9NsG,718000,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",Aphex Twin,65
107,2xkTp6rg8bnDZaxiQjGmGp,422,"['japanese traditional', 'koto']",Shinichi Yuize,18
108,4HNzRQlaUVSYkQcBvrDJV9,5367,"['classical performance', 'romanian classical piano']",Clara Haskil,27
109,0Cddoo1Sb6SOWHKZGcgYA7,142,['classical tenor'],Hans Hopf,17
110,5x2zeeLVXEDaMHRaRmH3FD,30135,"['pagode novo', 'roda de samba']",Vou Zuar,69
111,19jotRfFullBKocQAhkvjs,172399,"['classic opm', 'opm']",Jolina Magdangal,45
112,0fBEgrLBNZC4LUvb2oO4I4,2431,[],Fedon,28
113,4c5jSmUMFWVfbno57Q3jLt,4105,"['swedish blues', 'swedish soul']",Sven Zetterberg,31
114,5YRqxl4KfzKkFBMu408yv6,6277,"['adult standards', 'big band', 'easy listening', 'exotica', 'lounge', 'swing']",Ray Anthony,33
115,1qyadEaAHlRgdtf5F2YA4F,14564,['polish reggae'],Sidney Polak,44
116,2bHrkZwj7sYYsMHe5tHXaX,4359,"['classic garage rock', 'freakbeat', 'psychedelic rock']",Nazz,25
117,6iAY2AyUZLSX3PWLIAfFZY,2165281,"['adoracao', 'brazilian gospel', 'rock gospel brasileiro']",Fernandinho,70
118,6MxyNXnnmwQwdW2PD0gXYO,558530,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Bersuit Vergarabat,65
119,0adUZVrjlyffZEwp9bCj4V,237520,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Magnate,45
120,2bA6fzP0lMAQ4kz6CF61w8,1470330,"['contemporary country', 'country', 'country road', 'oklahoma country']",Toby Keith,73
121,36WnZcQTHWowOoT1kS3LxV,551,[],Marco Armiliato,48
122,5skZhjSLizA2G1bJQp2iNM,46105,"['colombian rock', 'latin rock', 'punk colombiano']",1280 Almas,37
123,3oDbviiivRWhXwIE8hxkVV,3084545,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",The Beach Boys,76
124,4YSKGMF40IgP6ouU5jbhnb,21432,"['classic malaysian pop', 'malaysian pop', 'rock kapak', 'zikir']",Aishah,41
125,4cXE1g28uYrIaUisUx5cJt,52077,"['norwegian indie', 'norwegian pop', 'norwegian singer-songwriter']",Emilie Nicolas,53
126,41t0VtTsJW8JzLYN7e7Uig,32173,"['cumbia santafesina', 'cumbia villera']",Los Cadiz,49
127,1pqT6NrsWFo1W01sOP1rPX,5,[],Joel e Gaúcho,2
128,54akiBa0DkNM3qkhnGRflb,81721,"['alternative metal', 'industrial metal', 'nu metal', 'rap rock', 'wrestling']",The Union Underground,46
129,1QIghPIrXQQ22G1yNtAKFX,243480,"['afro soul', 'south african alternative', 'south african hip hop', 'south african pop']",AKA,47
130,72qVrKXRp9GeFQOesj0Pmv,294031,"['dutch pop', 'dutch rock']",Guus Meeuwis,62
131,6y7dRlvApiCjP12JrxWQjh,10982,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",Ike Quebec,39
132,6CVur2iw4ExLNmsSGiATZN,17277,"['auteur-compositeur-interprete quebecois', 'chanson quebecois', 'indie quebecois']",Michel Rivard,35
133,1tqysapcCh1lWEAc9dIFpa,887733,"['desi pop', 'filmi', 'modern bollywood']",Jubin Nautiyal,77
134,2jLE4BoXHriQ96JagEtiDP,3774,[],Lauren Bennett,64
135,6Bmk8Qcgwf1Uk27PNBA4sQ,2262,['argentine telepop'],Emilia Attias,41
136,74XFHRwlV6OrjEM0A2NCMF,5921571,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",Paramore,81
137,1xivtET7hPQUzwgnLRQfEP,164534,"['flamenco', 'pop flamenco', 'rumba', 'spanish pop']",Los Chichos,57
138,1jCWFjXsY1Fu1ohCbnCzgJ,2,['vintage taiwan pop'],李美娟,29
139,4tzxCsdhR0IIUNyzwrag4C,92675,"['g funk', 'gangster rap', 'hyphy']",Rappin' 4-Tay,58
140,0EiobxY3kj3acd0HaoS9xY,2654,"['danspunk', 'swedish punk']",Köttgrottorna,27
141,0IgKKE0te0sJPubrATGDLS,5173,['georgian pop'],Nino Katamadze,25
142,5CtQgJ02UuGKfEaR3VTH1A,14475,"['latin christian', 'merengue']",Los Hijos Del Rey,40
143,0MrLx8q2XIb7Upg9FyEg0l,8956,"['classic swedish pop', 'danspunk', 'skansk musik']",Kal P. Dal,35
144,3Be0FxZRoCJ8UPrkwe6Xuw,7566,"['calming instrumental', 'christian relaxative', 'classify', 'new age']",Stan Whitmire,59
145,5Fr2hRHMxRV2Lu0Gnov3an,6762,"['belgian dance', 'jumpstyle']",DJ Furax,37
146,4E0jqZtxbwVYgtdj4Ydico,6687,['rock uruguayo'],La Saga,25
147,17wDxPR2GcU3r1dpCoCiUi,48026,"['bossa nova', 'brazilian jazz', 'mpb', 'piano mpb']",João Donato,54
148,0vR8oYjqxHpaUbZucd95a0,3840,['vintage chanson'],Berthe Sylva,23
149,36MnOrp3WlHJ6CYc5HstxX,8584,"['classical cello', 'classical performance']",Pierre Fournier,45
150,5bjBzC54QZgL6z05XhOXyw,4683,"['classic israeli pop', 'israeli rock']",Sheshet,22
151,74cb3MG0x0BOnYNW1uXYnM,2938395,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",Hillsong UNITED,75
152,2B8mbONjmLnXk4wpqF5UPQ,284818,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican']",Los Mier,60
153,71lk7UDkZK1mabUE6LCASW,60022,"['classic bollywood', 'filmi', 'ghazal']",Suraiya,22
154,1IDuSpntFl2Mutofvrrutc,69635,"['c-pop', 'cantopop']",Jason Chan,52
155,63ZkjoVXJt868M1mJNgiNT,37654,"['classic russian pop', 'russian pop']",Andrey Gubin,47
156,1EYdbYpGAuJy6uZo4sVMoM,64711,"['dutch hip hop', 'dutch pop', 'dutch rap pop']",Idaly,64
157,1pitrHDwanYwOT4eKMi1PQ,2,[],"Chor der Staatlichen Hochschule für Musik, Frankfurt am Main",2
158,7EFJF8mqbaOv3nAEyfjGWo,149,[],Victor Braun,23
159,6Vfc2kpU520XHaSRDRdNCG,17784,"['c-pop', 'cantopop']",Wilfred Lau,41
160,7gwc4PeOZQbHnd3MNDZCGm,1704,"['classic icelandic pop', 'icelandic pop', 'icelandic rock']",Bjartmar Guðlaugsson,28
161,6XyY86QOPPrYVGvF9ch6wz,18611017,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",Linkin Park,87
162,2inhO0GfiR0DhSGhPCwZZg,19712,['finnish idol pop'],Tuure Kilpeläinen,33
163,0wbs9KpDqvmtKAFMPfO4Ay,1728,[],Seyfettin Sucu,22
164,1E1taJPk3Mh3tRs9uLAu3n,52196,"['czech hip hop', 'czsk hip hop']",Paulie Garand,51
165,6IOvhXyk5edbA2DVaeP9Up,229643,"['modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock']",Dorothy,59
166,0sMJsKdTcnntuJIHR5PLCD,3967,['classic j-rock'],UP-BEAT,22
167,4iA6bUhiZyvRKJf4FNVX39,1041002,['filmi'],Vijay Prakash,61
168,1F8mRUp3abFvF2GBaFw13b,133555,"['pop nacional antigas', 'samba', 'velha guarda']",Altemar Dutra,45
169,5WiUNT9TfeQGAs9zWF7ETb,720,[],Leo Reyes,22
170,56kd1pn8Gw0o1Tc7uKJizF,5074,['japanese jazz'],Naoya Matsuoka,26
171,61Sbigb2Faz8K27wBoOBo9,25314,['israeli pop'],Alma Zohar,40
172,1J1DiyVfll4d0cos64VSZb,174794,"['medieval folk', 'rune folk', 'viking folk']",Danheim,62
173,7f48lH588r6zo8ehM8W6ZE,301,[],Whatever,34
174,7bnm6q08SwpVAs76TGUj1P,47201,['afrikaans'],Andriette,37
175,7t1YgV4PxSjBg9P8ZqE4Vo,49964,"['dutch cabaret', 'dutch pop', 'dutch rock', 'nederpop']",Van Dik Hout,48
176,7x6XYw3yCC67Pizi4o0wvZ,553215,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",Sergio Dalma,60
177,1xciW6nmxtwtN392nz2qZz,7,[],Máté Victor,33
178,6Kz7MXIUFMtp5Ts91lagtR,63121,['czech pop'],Mikolas Josef,58
179,57okaLdCtv3nVBSn5otJkp,359484,"['k-indie', 'korean indie folk', 'korean r&b']",HYUKOH,56
180,5MP9bH9aUryiKQeUvABLIU,73689,['tejano'],A.B. Quintanilla III,58
181,1aUtXVpyuSdXgoNvyYn0QB,3971,['italian progressive rock'],Metamorfosi,12
182,03Yb3iBy9GCifXiATEFcit,2665458,"['latin talent show', 'mariachi', 'ranchera']",Pepe Aguilar,75
183,2tgrhzplXojGi49ikGGaXA,16409,"['bulgarian hip hop', 'bulgarian pop', 'bulgarian rock', 'chalga']",Upsurt,28
184,1Nq4oosKQ4TQScASZpgbz0,108486,"['baglama', 'bozlak', 'turkish folk', 'turkish jazz', 'turkish psych']",Arif Sağ,46
185,6c3K6fFkiJJvPdQ1Ra7tOx,3,[],Stockholm Festival Orchestra,6
186,5fqQEqclaWGkm1RI1GZTQJ,3248,"['classic malaysian pop', 'rock kapak']",Shidee,17
187,7720tr3DOprZmPmFlFMb5b,2133,['norwegian prog'],The Pussycats,19
188,6uB4Ax6mlzohDTLqLOJ6Vl,37208,"['blues', 'funk', 'soul']","Johnny ""Guitar"" Watson",43
189,1ScQDSP0kzzRw2OigHshlW,10251,"['brega', 'pop nacional antigas', 'velha guarda']",Anisio Silva,30
190,2bN5hXtWZXEIfnHO34eXfe,19224,"['art pop', 'canadian experimental', 'fourth world', 'transpop']",Beverly Glenn-Copeland,40
191,4S1nvNHWiZLP4rzwmULmUa,95063,"['metropopolis', 'modern alternative rock', 'modern rock']",Big Data,56
192,71k5hr3m4aIzegvzxrq3NB,168,[],Wallace House,7
193,3AO6RTDA16mg8czQI5Y9K0,54622,['pop rock'],Duncan Sheik,50
194,0dJJhSKpO4ixCTCsCkJxgr,24727,['classic j-rock'],JUN SKY WALKER(S),36
195,5yK5YSsWKH35QRTsHQHxEN,8471,"['classic house', 'deep house', 'diva house', 'funky house', 'garage house', 'soulful house', 'tribal house', 'vocal house']",Blaze,42
196,645xd9cHiiLqqehoLzLMDR,357103,['trap mexicano'],Adan Cruz,65
197,2oSONSC9zQ4UonDKnLqksx,3829676,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",Atif Aslam,74
198,1gbnoyNZEf6K9HytIv1D94,12680,[],Frank Wiedemann,53
199,0L9xkvBPcEp1nrhDrodxc5,454596,"['art rock', 'brit funk', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'sophisti-pop', 'synthpop']",Level 42,61
200,7BEMpta6uxRRKiei6jmTqd,144329,"['russian hip hop', 'russian rock']",25/17,52
201,7udwYystFcvYziV36ZIwuh,186525,"['australian alternative rock', 'australian pop', 'australian rock', 'pop rock']",Hunters & Collectors,56
202,1n8c6hHrMJPPnM99Ih1vqH,1273,[],Samuel Sanders,36
203,27XMnTLvCO7t3qGlQyTMkF,409146,"['turkish jazz', 'turkish pop', 'turkish psych']",Ajda Pekkan,61
204,5ReHkuxFvQ0DWxPiAtW71N,218,['classic icelandic pop'],Alfreð Clausen,8
205,6ckG1eGJt8uSRtPUeR62r3,58839,"['russian hip hop', 'russian underground rap']",2rbina 2rista,47
206,5KPJMJR9PCfMWSfco8i4W4,579348,['post-teen pop'],Alex Aiono,59
207,4fBAsjJmj6lwaOuWS15stg,3405,['funk consciente'],Mc Piedro,58
208,1ve7ccdCnohtGWcIsRGt6D,20,['slovak folk'],Gimnik,12
209,54vFjeFPcyeJb098bKiC1g,1015,[],Magnus Lindberg,26
210,5YekZn3GGnPIURNA6RG124,453168,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop']",Ana Torroja,61
211,5KU4DdFlZy6aiI5u6nhywP,150379,[],The Kelly Family,56
212,0pMRwfwerzk1N0cUov351R,91745,"['bossa nova', 'brazilian jazz', 'choro', 'mpb', 'samba', 'velha guarda']",Pixinguinha,40
213,7alYu83b4r0RgyAeTq8MWo,408,[],Laululapsed,31
214,5DId9kV1oQqBphNmxCCnrB,29904,"['russian post-punk', 'russian rock']",Егор и Опизденевшие,38
215,7sTzOfwrd0viYUuUu26a2N,128246,"['grupera', 'mexican rock-and-roll', 'pop romantico', 'ranchera']",Los Brios,50
216,2rblp9fJo16ZPTcKDtlmKW,405473,"['hip hop', 'hip house', 'new jack swing', 'rap']",MC Hammer,62
217,4sOCvx3cP15IJiDeGbHUfK,148,[],Danny Kaleikini,18
218,05YG290otZjn1UMHXjEqxh,50540,"['classic israeli pop', 'israeli rock']",Yoni Rechter,48
219,23TFHmajVfBtlRx5MXqgoz,4297398,"['italian hip hop', 'italian pop', 'trap italiana']",Sfera Ebbasta,78
220,2h9VgLswbVrXfdjW8UVqHC,300095,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Grupo 360,62
221,3JqhkiwnK1tNP7CZj4vAKQ,194,[],Hreimur,26
222,7eZ8s8pQKR0bW7zCMzI5L8,50,['italian bass'],Carlo Forti,26
223,1aPpYYcKKLX2tz1zOIwxpN,2742,['latvian pop'],Viegli,31
224,7ukHWEkVkYBIbJAZG51OvL,9915,['estonian pop'],Vanilla Ninja,34
225,1d6dwipPrsFSJVmFTTdFSS,1914488,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop']",Paulina Rubio,70
226,06nsZ3qSOYZ2hPVIMcr1IN,511340,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'roots rock']",J.J. Cale,66
227,4VlABeMf02Y3Wxibet2iZ8,34245,['pinoy rock'],Orient Pearl,39
228,2qjlDXwC5OFk1MT20PDQDo,1625,[],The Three Stooges,12
229,0x7WO4G3x9UgStRE58ySTD,188,[],Kinderchor des NDR,17
230,7wfQKELOFcKSTRcB4rdurx,551,"['classic bollywood', 'filmi']",Kanan Devi,3
231,757aE44tKEUQEqRuT6GnEB,5988689,"['melodic rap', 'rap', 'trap']",Roddy Ricch,88
232,3b3teOkAyYfhj4xiMvqYvW,2960,['new jersey rap'],Treach,35
233,1FcB6xMihhP9Hb6AdGVbWe,102694,"['reggae', 'rock steady', 'ska', 'ska revival']",Desmond Dekker,57
234,5C0gCCG8N5Dh5dZytIgzLX,220460,"['bossa nova', 'brazilian indie', 'brazilian rock', 'mpb', 'psicodelia brasileira', 'psychedelic rock', 'tropicalia']",Os Mutantes,52
235,3zIDEmXI9EVBCKFo4M99Re,522,['classical performance'],Collegium Aureum,23
236,2q7Y961PdiUNtscXldFlzt,6635,"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",Caillou,46
237,0C3uhYRFJBXyIIKEw9cdMT,564,[],Arun Kumar,16
238,4i4ALRtQQmFxn3BCIB6iC0,726089,['turkish pop'],Göksel,62
239,1mV9h1AwhRXSjBFcYpajgY,339909,"['funk carioca', 'funk ostentacao', 'funk paulista']",Mc Lele JP,74
240,3DsvjLwGTdkVQZwGH6dqlc,114767,"['classic israeli pop', 'israeli rock']",Meir Ariel,46
241,78iC6RJze2vabQuzhmAhHw,87912,['thai pop'],Somkiat,42
242,6vWDO969PvNqNYHIOW5v0m,27048881,"['dance pop', 'pop', 'post-teen pop', 'r&b']",Beyoncé,88
243,7iWYCIyfxwVyVae6u7qJaO,1652,[],Bob Clearmountain,61
244,6zK5u6YhHezhkI3QY485yV,7613,"['african gospel', 'azontobeats', 'makossa', 'soukous']",Pepe Kalle,33
